epoch,lr,step,train/loss
6,0.00028284272411838174,12000,0.4049292802810669
6,0.00028284272411838174,12001,0.20170050859451294
6,0.00028284272411838174,12002,0.17720043659210205
6,0.00028284272411838174,12003,0.18785503506660461
6,0.00028284272411838174,12004,0.08199050277471542
6,0.00028284272411838174,12005,0.103248730301857
6,0.00028284272411838174,12006,0.18506616353988647
6,0.00028284272411838174,12007,0.0714288130402565
6,0.00028284272411838174,12008,0.3309245705604553
6,0.00028284272411838174,12009,0.20429080724716187
6,0.00028284272411838174,12010,0.25750604271888733
6,0.00028284272411838174,12011,0.11479732394218445
6,0.00028284272411838174,12012,0.2509889602661133
6,0.00028284272411838174,12013,0.13522830605506897
6,0.00028284272411838174,12014,0.20159444212913513
6,0.00028284272411838174,12015,0.21320077776908875
6,0.00028284272411838174,12016,0.06852249801158905
6,0.00028284272411838174,12017,0.31916719675064087
6,0.00028284272411838174,12018,0.3402588665485382
6,0.00028284272411838174,12019,0.23927456140518188
6,0.00028284272411838174,12020,0.07711952924728394
6,0.00028284272411838174,12021,0.13960090279579163
6,0.00028284272411838174,12022,0.24479538202285767
6,0.00028284272411838174,12023,0.2458471953868866
6,0.00028284272411838174,12024,0.21310672163963318
6,0.00028284272411838174,12025,0.3290279507637024
6,0.00028284272411838174,12026,0.1982707679271698
6,0.00028284272411838174,12027,0.20256270468235016
6,0.00028284272411838174,12028,0.21960142254829407
6,0.00028284272411838174,12029,0.30444613099098206
6,0.00028284272411838174,12030,0.07957634329795837
6,0.00028284272411838174,12031,0.20881274342536926
6,0.00028284272411838174,12032,0.33506643772125244
6,0.00028284272411838174,12033,0.44332948327064514
6,0.00028284272411838174,12034,0.25908178091049194
6,0.00028284272411838174,12035,0.2484806776046753
6,0.00028284272411838174,12036,0.13604751229286194
6,0.00028284272411838174,12037,0.21389555931091309
6,0.00028284272411838174,12038,0.16680216789245605
6,0.00028284272411838174,12039,0.2235221564769745
6,0.00028284272411838174,12040,0.1813727766275406
6,0.00028284272411838174,12041,0.16078296303749084
6,0.00028284272411838174,12042,0.15390589833259583
6,0.00028284272411838174,12043,0.13109709322452545
6,0.00028284272411838174,12044,0.2411418855190277
6,0.00028284272411838174,12045,0.1367330253124237
6,0.00028284272411838174,12046,0.17132967710494995
6,0.00028284272411838174,12047,0.19425562024116516
6,0.00028284272411838174,12048,0.2322969138622284
6,0.00028284272411838174,12049,0.324515700340271
6,0.00028284272411838174,12050,0.38283008337020874
6,0.00028284272411838174,12051,0.10359303653240204
6,0.00028284272411838174,12052,0.2097376585006714
6,0.00028284272411838174,12053,0.22652661800384521
6,0.00028284272411838174,12054,0.37111926078796387
6,0.00028284272411838174,12055,0.1663818508386612
6,0.00028284272411838174,12056,0.09138499945402145
6,0.00028284272411838174,12057,0.06335435062646866
6,0.00028284272411838174,12058,0.17527377605438232
6,0.00028284272411838174,12059,0.08707601577043533
6,0.00028284272411838174,12060,0.28423869609832764
6,0.00028284272411838174,12061,0.19053804874420166
6,0.00028284272411838174,12062,0.15989062190055847
6,0.00028284272411838174,12063,0.27485549449920654
6,0.00028284272411838174,12064,0.4398597478866577
6,0.00028284272411838174,12065,0.07662870734930038
6,0.00028284272411838174,12066,0.25232118368148804
6,0.00028284272411838174,12067,0.1618056446313858
6,0.00028284272411838174,12068,0.2704506814479828
6,0.00028284272411838174,12069,0.22429046034812927
6,0.00028284272411838174,12070,0.3145235776901245
6,0.00028284272411838174,12071,0.28929805755615234
6,0.00028284272411838174,12072,0.19014248251914978
6,0.00028284272411838174,12073,0.20049186050891876
6,0.00028284272411838174,12074,0.12047392874956131
6,0.00028284272411838174,12075,0.15027202665805817
6,0.00028284272411838174,12076,0.06412994861602783
6,0.00028284272411838174,12077,0.15270134806632996
6,0.00028284272411838174,12078,0.09640317410230637
6,0.00028284272411838174,12079,0.1881421059370041
6,0.00028284272411838174,12080,0.20158414542675018
6,0.00028284272411838174,12081,0.222642183303833
6,0.00028284272411838174,12082,0.2876272201538086
6,0.00028284272411838174,12083,0.1865893453359604
6,0.00028284272411838174,12084,0.07801247388124466
6,0.00028284272411838174,12085,0.15416914224624634
6,0.00028284272411838174,12086,0.10979612916707993
6,0.00028284272411838174,12087,0.25668877363204956
6,0.00028284272411838174,12088,0.1694871336221695
6,0.00028284272411838174,12089,0.21090896427631378
6,0.00028284272411838174,12090,0.0978824719786644
6,0.00028284272411838174,12091,0.4068005084991455
6,0.00028284272411838174,12092,0.36675316095352173
6,0.00028284272411838174,12093,0.3389744758605957
6,0.00028284272411838174,12094,0.1770600825548172
6,0.00028284272411838174,12095,0.16821570694446564
6,0.00028284272411838174,12096,0.2780640721321106
6,0.00028284272411838174,12097,0.29476669430732727
6,0.00028284272411838174,12098,0.10140320658683777
6,0.00028284272411838174,12099,0.20733051002025604
6,0.00028284272411838174,12100,0.15671759843826294
6,0.00028284272411838174,12101,0.21506795287132263
6,0.00028284272411838174,12102,0.26056426763534546
6,0.00028284272411838174,12103,0.18965275585651398
6,0.00028284272411838174,12104,0.10603410005569458
6,0.00028284272411838174,12105,0.21675007045269012
6,0.00028284272411838174,12106,0.2005065232515335
6,0.00028284272411838174,12107,0.193471759557724
6,0.00028284272411838174,12108,0.06658335030078888
6,0.00028284272411838174,12109,0.11665233969688416
6,0.00028284272411838174,12110,0.1969926655292511
6,0.00028284272411838174,12111,0.5067923665046692
6,0.00028284272411838174,12112,0.3298102915287018
6,0.00028284272411838174,12113,0.2393588125705719
6,0.00028284272411838174,12114,0.07035653293132782
6,0.00028284272411838174,12115,0.12905403971672058
6,0.00028284272411838174,12116,0.19538505375385284
6,0.00028284272411838174,12117,0.4008218050003052
6,0.00028284272411838174,12118,0.1760462522506714
6,0.00028284272411838174,12119,0.10528187453746796
6,0.00028284272411838174,12120,0.23159681260585785
6,0.00028284272411838174,12121,0.15720906853675842
6,0.00028284272411838174,12122,0.3286493420600891
6,0.00028284272411838174,12123,0.11963102966547012
6,0.00028284272411838174,12124,0.15799382328987122
6,0.00028284272411838174,12125,0.24107001721858978
6,0.00028284272411838174,12126,0.15259671211242676
6,0.00028284272411838174,12127,0.101739302277565
6,0.00028284272411838174,12128,0.1276026964187622
6,0.00028284272411838174,12129,0.07517022639513016
