epoch,lr,step,train/loss
3,0.00028284272411838174,6000,0.35362666845321655
3,0.00028284272411838174,6001,0.17103274166584015
3,0.00028284272411838174,6002,0.14854946732521057
3,0.00028284272411838174,6003,0.1671009063720703
3,0.00028284272411838174,6004,0.065054751932621
3,0.00028284272411838174,6005,0.08141469955444336
3,0.00028284272411838174,6006,0.1608390361070633
3,0.00028284272411838174,6007,0.06265968084335327
3,0.00028284272411838174,6008,0.3041873276233673
3,0.00028284272411838174,6009,0.18846864998340607
3,0.00028284272411838174,6010,0.22145403921604156
3,0.00028284272411838174,6011,0.1029421016573906
3,0.00028284272411838174,6012,0.22822999954223633
3,0.00028284272411838174,6013,0.11455756425857544
3,0.00028284272411838174,6014,0.17422327399253845
3,0.00028284272411838174,6015,0.1961207091808319
3,0.00028284272411838174,6016,0.07154933363199234
3,0.00028284272411838174,6017,0.2732062339782715
3,0.00028284272411838174,6018,0.30928099155426025
3,0.00028284272411838174,6019,0.21307508647441864
3,0.00028284272411838174,6020,0.07285235077142715
3,0.00028284272411838174,6021,0.12439560145139694
3,0.00028284272411838174,6022,0.21918144822120667
3,0.00028284272411838174,6023,0.2132577896118164
3,0.00028284272411838174,6024,0.1954444944858551
3,0.00028284272411838174,6025,0.29641246795654297
3,0.00028284272411838174,6026,0.16774967312812805
3,0.00028284272411838174,6027,0.180458664894104
3,0.00028284272411838174,6028,0.19810591638088226
3,0.00028284272411838174,6029,0.2747820019721985
3,0.00028284272411838174,6030,0.07564405351877213
3,0.00028284272411838174,6031,0.19513124227523804
3,0.00028284272411838174,6032,0.2960069477558136
3,0.00028284272411838174,6033,0.4032515287399292
3,0.00028284272411838174,6034,0.22235313057899475
3,0.00028284272411838174,6035,0.23268407583236694
3,0.00028284272411838174,6036,0.12387359887361526
3,0.00028284272411838174,6037,0.20244911313056946
3,0.00028284272411838174,6038,0.1454315185546875
3,0.00028284272411838174,6039,0.2018732875585556
3,0.00028284272411838174,6040,0.17586353421211243
3,0.00028284272411838174,6041,0.14878439903259277
3,0.00028284272411838174,6042,0.1455463171005249
3,0.00028284272411838174,6043,0.116585873067379
3,0.00028284272411838174,6044,0.22506126761436462
3,0.00028284272411838174,6045,0.12328764796257019
3,0.00028284272411838174,6046,0.14965292811393738
3,0.00028284272411838174,6047,0.1815880537033081
3,0.00028284272411838174,6048,0.21487732231616974
3,0.00028284272411838174,6049,0.31234753131866455
3,0.00028284272411838174,6050,0.3502087891101837
3,0.00028284272411838174,6051,0.09876072406768799
3,0.00028284272411838174,6052,0.18881402909755707
3,0.00028284272411838174,6053,0.21208322048187256
3,0.00028284272411838174,6054,0.3465427756309509
3,0.00028284272411838174,6055,0.15364496409893036
3,0.00028284272411838174,6056,0.08494913578033447
3,0.00028284272411838174,6057,0.05895254760980606
3,0.00028284272411838174,6058,0.16453604400157928
3,0.00028284272411838174,6059,0.07890070974826813
3,0.00028284272411838174,6060,0.26219016313552856
3,0.00028284272411838174,6061,0.164388969540596
3,0.00028284272411838174,6062,0.1469300240278244
3,0.00028284272411838174,6063,0.25796008110046387
3,0.00028284272411838174,6064,0.4034738838672638
3,0.00028284272411838174,6065,0.0804835632443428
3,0.00028284272411838174,6066,0.22876158356666565
3,0.00028284272411838174,6067,0.1547207534313202
3,0.00028284272411838174,6068,0.24630603194236755
3,0.00028284272411838174,6069,0.20111291110515594
3,0.00028284272411838174,6070,0.30024710297584534
3,0.00028284272411838174,6071,0.2702499032020569
3,0.00028284272411838174,6072,0.17800021171569824
3,0.00028284272411838174,6073,0.1880732774734497
3,0.00028284272411838174,6074,0.11591830849647522
3,0.00028284272411838174,6075,0.14138878881931305
3,0.00028284272411838174,6076,0.05762442946434021
3,0.00028284272411838174,6077,0.14080855250358582
3,0.00028284272411838174,6078,0.07951553910970688
3,0.00028284272411838174,6079,0.17317774891853333
3,0.00028284272411838174,6080,0.19244179129600525
3,0.00028284272411838174,6081,0.20555232465267181
3,0.00028284272411838174,6082,0.2540540397167206
3,0.00028284272411838174,6083,0.17178504168987274
3,0.00028284272411838174,6084,0.07243910431861877
3,0.00028284272411838174,6085,0.14773520827293396
3,0.00028284272411838174,6086,0.1044788658618927
3,0.00028284272411838174,6087,0.24738246202468872
3,0.00028284272411838174,6088,0.15530502796173096
3,0.00028284272411838174,6089,0.19354912638664246
3,0.00028284272411838174,6090,0.09235982596874237
3,0.00028284272411838174,6091,0.3977111876010895
3,0.00028284272411838174,6092,0.360429584980011
3,0.00028284272411838174,6093,0.3161548972129822
3,0.00028284272411838174,6094,0.16882643103599548
3,0.00028284272411838174,6095,0.16120775043964386
3,0.00028284272411838174,6096,0.2626972496509552
3,0.00028284272411838174,6097,0.2723502516746521
3,0.00028284272411838174,6098,0.09872563183307648
3,0.00028284272411838174,6099,0.1912364512681961
3,0.00028284272411838174,6100,0.14258301258087158
3,0.00028284272411838174,6101,0.2125891149044037
3,0.00028284272411838174,6102,0.2563454508781433
3,0.00028284272411838174,6103,0.18474078178405762
3,0.00028284272411838174,6104,0.10618270933628082
3,0.00028284272411838174,6105,0.20241673290729523
3,0.00028284272411838174,6106,0.19058065116405487
3,0.00028284272411838174,6107,0.1843496561050415
3,0.00028284272411838174,6108,0.06415349245071411
3,0.00028284272411838174,6109,0.11619068682193756
3,0.00028284272411838174,6110,0.18120910227298737
3,0.00028284272411838174,6111,0.4802915155887604
3,0.00028284272411838174,6112,0.3178470730781555
3,0.00028284272411838174,6113,0.2382497787475586
3,0.00028284272411838174,6114,0.07102616131305695
3,0.00028284272411838174,6115,0.1170462816953659
3,0.00028284272411838174,6116,0.1960849165916443
3,0.00028284272411838174,6117,0.37979310750961304
3,0.00028284272411838174,6118,0.16696158051490784
3,0.00028284272411838174,6119,0.1054619699716568
3,0.00028284272411838174,6120,0.2207804024219513
3,0.00028284272411838174,6121,0.14983311295509338
3,0.00028284272411838174,6122,0.3291032314300537
3,0.00028284272411838174,6123,0.11619503796100616
3,0.00028284272411838174,6124,0.1509503275156021
3,0.00028284272411838174,6125,0.2296755313873291
3,0.00028284272411838174,6126,0.14944297075271606
3,0.00028284272411838174,6127,0.10184261202812195
3,0.00028284272411838174,6128,0.12130158394575119
3,0.00028284272411838174,6129,0.07641318440437317
